Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Musical future for phones

Analyst Bill Thompson has seen the future and it is in his son's hands.

I bought my son Max ...",tech,Technology,0.51,False,,,,,,,,,
"Multi-purpose TV aids India

Two-thirds of the world's population, 4 billion people, live on $2,000 a year or less.

You...",tech,Technology,0.5,False,,,,,,,,,
"Computer grid to help the world

Your computer can now help solve the world's most difficult health and social problems....",tech,Science,0.36,False,,,,,,,,,
"How to make a gigapixel picture

The largest digital panoramic photo in the world has been created by researchers in the...",tech,Technology,0.38,False,,,,,,,,,
"Remote control rifle range debuts

Soon you could go hunting via the net.

A Texas company is considering letting web us...",tech,Business,0.4,False,,,,,,,,,
"Gangsters dominate gaming chart

Video games on consoles and computers proved more popular than ever in 2004.

Gamers sp...",tech,Business,0.4,False,,,,,,,,,
"British Library gets wireless net

Visitors to the British Library will be able to get wireless internet access alongsid...",tech,Business,0.37,False,,,,,,,,,
"UK broadband gets speed injection

Broadband's rapid rise continues apace as speeds gear up a notch.

An eight megabit s...",tech,Business,0.37,False,,,,,,,,,
"Row brewing over peer-to-peer ads

Music download networks are proving popular not just with an audience of youngsters k...",tech,Business,0.43,False,,,,,,,,,
"How to smash a home computer

An executive who froze his broken hard disk thinking it would be fixed has topped a list o...",tech,Technology,0.33,False,,,,,,,,,
"Mobile picture power in your pocket

How many times have you wanted to have a camera to hand to catch an unexpected even...",tech,Technology,0.43,False,,,,,,,,,
"Man auctions ad space on forehead

A 20-year-old US man is selling advertising space on his forehead to the highest bidd...",tech,Business,0.32,False,,,,,,,,,
"Toxic web links help virus spread

Virus writers have begun using the power of the web to spread their malicious wares.
...",tech,Technology,0.4,False,,,,,,,,,
"Millions to miss out on the net

By 2025, 40% of the UK's population will still be without internet access at home, says...",tech,Business,0.4,False,,,,,,,,,
"Lifestyle 'governs mobile choice'

Faster, better or funkier hardware alone is not going to help phone firms sell more h...",tech,Lifestyle,0.43,False,,,,,,,,,
"Search sites get closer to users

Search sites want to get to know you better.

Not content with providing access to the...",tech,Technology,0.43,False,,,,,,,,,
"Anti-spam screensaver scrapped

A contentious campaign to bump up the bandwidth bills of spammers by flooding their site...",tech,Business,0.37,False,,,,,,,,,
"Europe backs digital TV lifestyle

How people receive their digital entertainment in the future could change, following ...",tech,Business,0.38,False,,,,,,,,,
"TV future in the hands of viewers

With home theatre systems, plasma high-definition TVs, and digital video recorders mo...",tech,Technology,0.46,False,,,,,,,,,
"Cyber criminals step up the pace

So-called phishing attacks that try to trick people into handing over confidential det...",tech,Business,0.38,False,,,,,,,,,
"Gritty return for Prince of Persia

Still basking in the relatively recent glory of last year's Sands Of Time, the dashi...",tech,Video Games,0.43,False,,,,,,,,,
"Disney backs Sony DVD technology

A next generation DVD technology backed by Sony has received a major boost.

Film gian...",tech,business,0.36,False,,,,,,,,,
"Britons growing 'digitally obese'

Gadget lovers are so hungry for digital data many are carrying the equivalent of 10 t...",tech,Business,0.41,False,,,,,,,,,
"Halo 2 heralds traffic explosion

The growing popularity of online gaming could spell problems for net service firms, wa...",tech,business,0.34,False,,,,,,,,,
"Media gadgets get moving

Pocket-sized devices that let people carry around video and images are set to have a big year ...",tech,Business,0.45,False,,,,,,,,,
"Satellite mapping aids Darfur relief

Aid workers trying to house, feed and clothe millions of homeless refugees in the ...",tech,Humanitarian aid,0.43,False,,,,,,,,,
"Disney backs Sony DVD technology

A next generation DVD technology backed by Sony has received a major boost.

Film gian...",tech,Business,0.36,False,,,,,,,,,
"Lifestyle 'governs mobile choice'

Faster, better or funkier hardware alone is not going to help phone firms sell more h...",tech,Business,0.43,False,,,,,,,,,
"Millions to miss out on the net

By 2025, 40% of the UK's population will still be without internet access at home, says...",tech,Business,0.4,False,,,,,,,,,
"Spam e-mails tempt net shoppers

Computer users across the world continue to ignore security warnings about spam e-mails...",tech,Business,0.36,False,,,,,,,,,
"More power to the people says HP

The digital revolution is focused on letting people tell and share their own stories, ...",tech,Technology,0.43,False,,,,,,,,,
"Robotic pods take on car design

A new breed of wearable robotic vehicles that envelop drivers are being developed by Ja...",tech,Technology,0.5,False,,,,,,,,,
"Hi-tech posters guide commuters

Interactive posters are helping Londoners get around the city during the festive season...",tech,Technology,0.34,False,,,,,,,,,
"Parents face video game lessons

Ways of ensuring that parents know which video games are suitable for children are to b...",tech,Business,0.38,False,,,,,,,,,
"BBC web search aids odd queries

The BBC's online search engine was used a record amount in 2004, helping with enquires ...",tech,Technology,0.32,False,,,,,,,,,
"2D Metal Slug offers retro fun

Like some drill sergeant from the past, Metal Slug 3 is a wake-up call to today's gamers...",tech,Culture,0.34,False,,,,,,,,,
"Mobile multimedia slow to catch on

There is no doubt that mobile phones sporting cameras and colour screens are hugely ...",tech,business,0.44,False,,,,,,,,,
"Internet boom for gift shopping

Cyberspace is becoming a very popular destination for Christmas shoppers.

Forecasts pr...",tech,Business,0.43,False,,,,,,,,,
"Google to scan famous libraries

The libraries of five of the world's most important academic institutions are to be dig...",tech,Culture,0.37,False,,,,,,,,,
"Microsoft takes on desktop search

Microsoft has entered the desktop search fray, releasing a test version of its tool t...",tech,Business,0.31,False,,,,,,,,,
"Gamers snap up new Sony PSP

Gamers have bought almost all of the first batch of Sony's new PlayStation Portable (PSP) g...",tech,Business,0.31,False,,,,,,,,,
"Go-ahead for new internet names

The internet could soon have two new domain names, aimed at mobile services and the job...",tech,Business,0.31,False,,,,,,,,,
"Set your television to wow

Television started off as a magical blurry image. Then came the sharpness, the colour and th...",tech,Technology,0.44,False,,,,,,,,,
"Hollywood to sue net film pirates

The US movie industry has launched legal action to sue people who facilitate illegal ...",tech,Business,0.31,False,,,,,,,,,
"PC ownership to 'double by 2010'

The number of personal computers worldwide is expected to double by 2010 to 1.3 billio...",tech,Business,0.32,False,,,,,,,,,
"PC photo printers challenge pros

Home printed pictures can be cheaper and higher quality than those from High Street de...",tech,business,0.39,False,,,,,,,,,
"The gaming world in 2005

If you have finished Doom 3, Half Life 2 and Halo 2, don't worry. There's a host of gaming gem...",tech,Gaming,0.41,False,,,,,,,,,
"Bond game fails to shake or stir

For gaming fans, the word GoldenEye evokes excited memories not only of the James Bond...",tech,Gaming,0.49,False,,,,,,,,,
"Humanoid robot learns how to run

Car-maker Honda's humanoid robot Asimo has just got faster and smarter.

The Japanese ...",tech,Technology,0.38,False,,,,,,,,,
"Nintendo adds media playing to DS

Nintendo is releasing an adapter for its DS handheld console so it can play music and...",tech,business,0.32,False,,,,,,,,,
"Apple sues to stop product leaks

Computer firm Apple has issued a lawsuit to prevent online leaks of information about ...",tech,Business,0.31,False,,,,,,,,,
"Gamer buys $26,500 virtual land

A 22-year-old gamer has spent $26,500 (£13,700) on an island that exists only in a comp...",tech,business,0.36,False,,,,,,,,,
"Microsoft sets sights on spyware

Windows users could soon be paying Microsoft to keep PCs free of spyware.

Following t...",tech,Business,0.34,False,,,,,,,,,
"Video phone help for deaf people

Deaf people who prefer to communicate using British Sign Language (BSL) could soon be ...",tech,Business,0.38,False,,,,,,,,,
"Virus poses as Christmas e-mail

Security firms are warning about a Windows virus disguising itself as an electronic Chr...",tech,Cybersecurity,0.35,False,,,,,,,,,
"Fast lifts rise into record books

Two high-speed lifts at the world's tallest building have been officially recognised ...",tech,Business,0.38,False,,,,,,,,,
"Broadband in the UK gathers pace

One person in the UK is joining the internet's fast lane every 10 seconds, according t...",tech,Business,0.32,False,,,,,,,,,
"Hollywood campaign hits websites

Movie studio efforts to stop pirated films being shared on peer-to-peer networks have ...",tech,Business,0.34,False,,,,,,,,,
"Poles play with GameBoy 'blip-pop'

A group of artists in Poland has taken the cacophony of blips, boops and beeps creat...",tech,Culture,0.39,False,,,,,,,,,
"Santy worm makes unwelcome visit

Thousands of website bulletin boards have been defaced by a virus that used Google to ...",tech,Technology,0.32,False,,,,,,,,,
"EU software patent law delayed

Controversial new EU rules for the patenting of computer-based inventions have been put ...",tech,Business,0.32,False,,,,,,,,,
"Apple sues 'Tiger' file sharers

Apple has taken more legal action to stop online leaks of its new products.

The comput...",tech,Business,0.33,False,,,,,,,,,
"Apple unveils low-cost 'Mac mini'

Apple has unveiled a new, low-cost Macintosh computer for the masses, billed as the M...",tech,Business,0.38,False,,,,,,,,,
"Speech takes on search engines

A Scottish firm is looking to attract web surfers with a search engine that reads out re...",tech,Technology,0.39,False,,,,,,,,,
"Broadband steams ahead in the US

More and more Americans are joining the internet's fast lane, according to official fi...",tech,business,0.31,False,,,,,,,,,
"Napster offers rented music to go

Music downloading, for those that have rejected the free peer to peer services, can b...",tech,Business,0.38,False,,,,,,,,,
"Broadband soars in 2004

If broadband were a jumbo jet, then 2003 would have seen it taxiing down the runway, firing up ...",tech,Business,0.49,False,,,,,,,,,
"Half of UK's mobiles 'go online'

Multimedia mobile phones are finally showing signs of taking off, with more Britons us...",tech,Business,0.36,False,,,,,,,,,
"Blinx sequel purrs nicely

The original Blinx was intended to convert many platform game lovers to Microsoft's then new ...",tech,Gaming,0.34,False,,,,,,,,,
"The year search became personal

The odds are that when you fire up your browser, you go straight to your favourite sear...",tech,Business,0.42,False,,,,,,,,,
"IBM frees 500 software patents

Computer giant IBM says 500 of its software patents will be released into the open devel...",tech,Business,0.42,False,,,,,,,,,
